pathway_id	pathway_name	kc
R-HSA-1247673	Erythrocytes take up oxygen and release carbon dioxide	DISRUPTS TRANSPORT FUNCTION
R-HSA-196025	Formation of annular gap junctions	DISRUPTS TRANSPORT FUNCTION
R-HSA-190861	Gap junction assembly	DISRUPTS TRANSPORT FUNCTION
R-HSA-190873	Gap junction degradation	DISRUPTS TRANSPORT FUNCTION
R-HSA-190828	Gap junction trafficking	DISRUPTS TRANSPORT FUNCTION
R-HSA-157858	Gap junction trafficking and regulation	DISRUPTS TRANSPORT FUNCTION
R-HSA-432722	Golgi Associated Vesicle Biogenesis	DISRUPTS TRANSPORT FUNCTION
R-HSA-8856688	Golgi-to-ER retrograde transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-429593	Inositol transporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-9609523	Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	DISRUPTS TRANSPORT FUNCTION
R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	DISRUPTS TRANSPORT FUNCTION
R-HSA-6811438	Intra-Golgi traffic	DISRUPTS TRANSPORT FUNCTION
R-HSA-8981607	Intracellular oxygen transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-983712	Ion channel transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-936837	Ion transport by P-type ATPases	DISRUPTS TRANSPORT FUNCTION
R-HSA-917937	Iron uptake and transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-432720	Lysosome Vesicle Biogenesis	DISRUPTS TRANSPORT FUNCTION
R-HSA-199991	Membrane Trafficking	DISRUPTS TRANSPORT FUNCTION
R-HSA-425410	Metal ion SLC transporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-190840	Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane	DISRUPTS TRANSPORT FUNCTION
R-HSA-5223345	Miscellaneous transport and binding events	DISRUPTS TRANSPORT FUNCTION
R-HSA-1480926	O2/CO2 exchange in erythrocytes	DISRUPTS TRANSPORT FUNCTION
R-HSA-190704	Oligomerization of connexins into connexons	DISRUPTS TRANSPORT FUNCTION
R-HSA-432047	Passive transport by Aquaporins	DISRUPTS TRANSPORT FUNCTION
R-HSA-433692	Proton-coupled monocarboxylate transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-428559	Proton-coupled neutral amino acid transporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-427975	Proton/oligopeptide cotransporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-8876198	RAB GEFs exchange GTP for GDP on RABs	DISRUPTS TRANSPORT FUNCTION
R-HSA-9007101	Rab regulation of trafficking	DISRUPTS TRANSPORT FUNCTION
R-HSA-191650	Regulation of gap junction activity	DISRUPTS TRANSPORT FUNCTION
R-HSA-6811440	Retrograde transport at the Trans-Golgi-Network	DISRUPTS TRANSPORT FUNCTION
R-HSA-5619102	SLC transporter disorders	DISRUPTS TRANSPORT FUNCTION
R-HSA-425407	SLC-mediated transmembrane transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-3000480	Scavenging by Class A Receptors	DISRUPTS TRANSPORT FUNCTION
R-HSA-3000471	Scavenging by Class B Receptors	DISRUPTS TRANSPORT FUNCTION
R-HSA-3000484	Scavenging by Class F Receptors	DISRUPTS TRANSPORT FUNCTION
R-HSA-3000497	Scavenging by Class H Receptors	DISRUPTS TRANSPORT FUNCTION
R-HSA-2168880	Scavenging of heme from plasma	DISRUPTS TRANSPORT FUNCTION
R-HSA-427652	Sodium-coupled phosphate cotransporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-425561	Sodium/Calcium exchangers	DISRUPTS TRANSPORT FUNCTION
R-HSA-425986	Sodium/Proton exchangers	DISRUPTS TRANSPORT FUNCTION
R-HSA-2672351	Stimuli-sensing channels	DISRUPTS TRANSPORT FUNCTION
R-HSA-8854214	TBC/RABGAPs	DISRUPTS TRANSPORT FUNCTION
R-HSA-3295583	TRP channels	DISRUPTS TRANSPORT FUNCTION
R-HSA-917977	Transferrin endocytosis and recycling	DISRUPTS TRANSPORT FUNCTION
R-HSA-1445148	Translocation of SLC2A4 (GLUT4) to the plasma membrane	DISRUPTS TRANSPORT FUNCTION
R-HSA-190827	Transport of connexins along the secretory pathway	DISRUPTS TRANSPORT FUNCTION
R-HSA-190872	Transport of connexons to the plasma membrane	DISRUPTS TRANSPORT FUNCTION
R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	DISRUPTS TRANSPORT FUNCTION
R-HSA-727802	Transport of nucleotide sugars	DISRUPTS TRANSPORT FUNCTION
R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	DISRUPTS TRANSPORT FUNCTION
R-HSA-427589	Type II Na+/Pi cotransporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-5619094	Variant SLC6A14 may confer susceptibility towards obesity	DISRUPTS TRANSPORT FUNCTION
R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	DISRUPTS TRANSPORT FUNCTION
R-HSA-5653656	Vesicle-mediated transport	DISRUPTS TRANSPORT FUNCTION
R-HSA-435368	Zinc efflux and compartmentalization by the SLC30 family	DISRUPTS TRANSPORT FUNCTION
R-HSA-442380	Zinc influx into cells by the SLC39 gene family	DISRUPTS TRANSPORT FUNCTION
R-HSA-435354	Zinc transporters	DISRUPTS TRANSPORT FUNCTION
R-HSA-199992	trans-Golgi Network Vesicle Budding	DISRUPTS TRANSPORT FUNCTION
R-HSA-140179	Amine Oxidase reactions	INDUCES OXIDATIVE STRESS
R-HSA-211957	Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2	INDUCES OXIDATIVE STRESS
R-HSA-8937144	Aryl hydrocarbon receptor signalling	INDUCES OXIDATIVE STRESS
R-HSA-141333	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	INDUCES OXIDATIVE STRESS
R-HSA-211859	Biological oxidations	INDUCES OXIDATIVE STRESS
R-HSA-140180	COX reactions	INDUCES OXIDATIVE STRESS
R-HSA-211999	CYP2E1 reactions	INDUCES OXIDATIVE STRESS
R-HSA-211897	Cytochrome P450 - arranged by substrate type	INDUCES OXIDATIVE STRESS
R-HSA-9707564	Cytoprotection by HMOX1	INDUCES OXIDATIVE STRESS
R-HSA-5578999	Defective GCLC causes HAGGSD	INDUCES OXIDATIVE STRESS
R-HSA-5579022	Defective GGT1 causes GLUTH	INDUCES OXIDATIVE STRESS
R-HSA-9035968	Defective GGT1 in aflatoxin detoxification causes GLUTH	INDUCES OXIDATIVE STRESS
R-HSA-5579006	Defective GSS causes GSS deficiency	INDUCES OXIDATIVE STRESS
R-HSA-5579002	Defective UGT1A1 causes hyperbilirubinemia	INDUCES OXIDATIVE STRESS
R-HSA-5579016	Defective UGT1A4 causes hyperbilirubinemia	INDUCES OXIDATIVE STRESS
R-HSA-3299685	Detoxification of Reactive Oxygen Species	INDUCES OXIDATIVE STRESS
R-HSA-211979	Eicosanoids	INDUCES OXIDATIVE STRESS
R-HSA-211976	Endogenous sterols	INDUCES OXIDATIVE STRESS
R-HSA-71384	Ethanol oxidation	INDUCES OXIDATIVE STRESS
R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	INDUCES OXIDATIVE STRESS
R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6	INDUCES OXIDATIVE STRESS
R-HSA-9646304	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects	INDUCES OXIDATIVE STRESS
R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	INDUCES OXIDATIVE STRESS
R-HSA-217271	FMO oxidises nucleophiles	INDUCES OXIDATIVE STRESS
R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	INDUCES OXIDATIVE STRESS
R-HSA-211935	Fatty acids	INDUCES OXIDATIVE STRESS
R-HSA-211958	Miscellaneous substrates	INDUCES OXIDATIVE STRESS
R-HSA-141334	PAOs oxidise polyamines to amines	INDUCES OXIDATIVE STRESS
R-HSA-211945	Phase I - Functionalization of compounds	INDUCES OXIDATIVE STRESS
R-HSA-156580	Phase II - Conjugation of compounds	INDUCES OXIDATIVE STRESS
R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	INDUCES OXIDATIVE STRESS
R-HSA-9707587	Regulation of HMOX1 expression and activity	INDUCES OXIDATIVE STRESS
R-HSA-211994	Sterols are 12-hydroxylated by CYP8B1	INDUCES OXIDATIVE STRESS
R-HSA-211916	Vitamins	INDUCES OXIDATIVE STRESS
R-HSA-211981	Xenobiotics	INDUCES OXIDATIVE STRESS
R-HSA-9748784	Drug ADME	IS METABOLICALLY ACTIVATED OR REACTIVE
